index,col0,col1,col2,col3,color
12209,35176,19512,35084,9639,1
12210,31358,26838,1412,16910,4
12211,26673,22143,33319,11746,4
12212,19556,14022,19454,36198,2
12213,7830,9437,1103,2024,1
12214,5366,15353,20924,2159,0
12215,8199,7833,4716,7961,3
12216,11692,2371,19665,28855,0
12217,7080,13621,29356,36846,0
12218,25415,21885,6159,8662,0
12219,24617,15334,34758,17488,0
12220,17149,3109,3485,13618,3
12221,18341,8549,6264,31162,2
12222,31312,10577,26001,2347,4
12223,8394,29519,13251,6736,2
12224,30038,36943,38551,13317,2
12225,8594,12914,13838,1423,3
12226,22319,24844,7424,546,1
12227,38415,17552,12334,8241,2
12228,34749,37876,11625,22066,4
12229,28237,17860,34916,33088,4
12230,39350,9349,5860,189,4
12231,3510,37072,6788,29313,0
12232,18370,18648,3561,16098,1
12233,12006,13213,10257,28376,3
12234,24099,36825,14924,37417,0
12235,30389,33890,34828,28772,1
12236,67,700,37221,26404,0
12237,18375,37965,4126,20691,3
12238,25069,36141,16141,32953,3
12239,14005,39009,35598,10497,2
12240,24216,19652,10415,2388,3
12241,26863,26534,12500,20971,3
12242,2509,4327,18019,10025,0
12243,13973,6781,24334,33561,3
12244,13001,39886,27278,10445,2
12245,3483,6812,30439,35430,0
12246,15194,21128,15924,13963,1
12247,3717,3513,3183,17053,1
12248,14331,6309,7392,14081,1
12249,15370,29910,7538,21169,0
12250,23622,8434,17574,14378,3
12251,18567,23781,15278,30868,0
12252,14304,37765,31666,20484,1
12253,12518,6207,34329,11172,0
12254,9634,7446,37530,27028,3
12255,27847,30203,5761,11233,3
12256,27459,25621,29206,26684,0
12257,25650,13554,24111,6695,0
12258,9186,6294,3399,19927,3
12259,26950,31930,1533,25776,0
12260,4626,16195,37756,35443,4
12261,19182,9217,23178,19050,2
12262,37424,22131,33133,31003,1
12263,19048,21776,14428,23123,2
12264,16095,9803,615,28319,2
12265,14881,1252,38222,5365,2
12266,23037,39705,14347,11366,4
12267,11362,32158,36168,15923,0
12268,19678,5818,38958,36577,2
12269,23429,2035,20650,3532,3
12270,2093,35113,31496,29798,4
12271,34252,184,25347,24749,1
12272,33653,8618,26630,4426,3
12273,17780,6181,19618,3755,2
12274,3975,6293,18163,3768,1
12275,23004,9974,30428,39459,4
12276,7551,13259,29943,34243,0
12277,25127,29137,4323,38043,2
12278,19806,30430,11230,32833,3
12279,34651,7296,7682,37399,4
12280,903,36903,38265,15347,4
12281,20032,37924,13870,10200,2
12282,12659,7643,34160,621,2
12283,27160,25982,1216,32690,4
12284,12002,33750,37862,19188,0
12285,9274,12765,36243,32717,1
12286,25581,20002,18480,27911,0
12287,17115,16819,22572,27184,1
12288,10972,25464,7794,672,1
12289,31098,27752,25289,9767,4
12290,17390,36166,28846,26030,3
12291,5321,25842,5875,32306,2
12292,7620,30463,12957,8689,4
12293,36488,29774,4864,21023,2
12294,24898,22677,10084,14280,3
12295,13851,13927,3530,18296,4
12296,26958,30162,22268,22718,2
12297,35734,22884,18006,24213,2
12298,6868,38671,31281,28212,2
12299,13870,5420,38657,26359,0
12300,28323,28514,11862,9676,0
12301,12248,13002,2524,32544,0
12302,29851,29622,15229,8426,3
12303,22394,23083,26137,22108,4
12304,21978,16266,39668,8346,4
12305,39520,26166,91,30311,1
12306,30887,36426,8500,26805,2
12307,28997,3732,24810,34022,4
12308,14248,20359,22691,37961,1
12309,13611,27507,5723,23301,4
12310,5955,31109,3,29646,0
12311,23042,15310,6570,13567,4
12312,29444,19117,31102,1550,4
12313,10843,603,10856,5063,3
12314,8897,31161,1270,23233,0
12315,35852,37476,35960,36690,2
12316,33107,14884,21419,34475,3
12317,4710,19086,3136,20358,2
12318,18098,3188,27541,10243,3
12319,27983,18317,15354,39878,1
12320,11915,38036,8222,21487,3
12321,10720,28607,19841,24324,4
12322,28811,37158,16962,38541,0
12323,5870,38072,31223,18570,1
12324,9346,5918,14936,28331,4
12325,36061,1569,39241,38286,4
12326,23001,39707,39074,10265,4
12327,15834,879,29027,13885,4
12328,350,12760,39359,3777,1
12329,4370,34482,37318,39438,1
12330,425,36282,10298,32940,4
12331,34351,35926,11547,22395,3
12332,19028,30711,8426,12038,3
12333,10448,17638,33096,9043,1
12334,4106,38097,15658,3292,0
12335,14143,29930,20124,33591,0
12336,28498,20398,18280,19316,2
12337,26239,23087,29288,21653,3
12338,29417,14741,20446,17147,4
12339,2741,10898,32265,34023,1
12340,19244,39763,7233,28646,1
12341,13314,38455,21176,11864,4
12342,1929,10267,7892,37449,2
12343,29923,24337,24321,10732,4
12344,5215,36266,16892,26195,2
12345,5665,37296,1975,16961,4
12346,32862,1999,1168,19753,2
12347,11124,32406,16056,29887,3
12348,12782,6837,24812,36903,4
12349,14884,16582,3017,1915,3
12350,30579,22626,27445,37281,0
12351,9607,2104,11003,34862,1
12352,31742,4836,12294,5847,4
12353,29754,12859,12731,27725,2
12354,679,20664,39859,2809,4
12355,35713,1850,17949,39811,1
12356,21395,13169,25341,4705,4
12357,14887,3880,39000,13041,3
12358,37748,1194,22285,11393,2
12359,33785,18688,36524,32647,2
12360,17227,29856,23290,32749,0
12361,31683,26782,17006,19929,3
12362,33175,27024,18757,30182,1
12363,7153,29972,20288,39469,1
12364,32940,39812,37564,25369,2
12365,8718,23742,30772,26417,3
12366,4297,16634,37660,9736,0
12367,37333,8131,10632,34422,4
12368,39129,23398,26062,35675,1
12369,5256,2646,19102,24067,4
12370,25701,39786,38528,37125,1
12371,15038,22392,35260,5766,0
12372,14809,28221,27450,25605,4
12373,8816,23511,7675,35422,2
12374,16228,24559,18689,26777,1
12375,15243,23722,12703,34582,0
12376,35162,32956,2938,15900,3
12377,28278,19432,24652,34174,2
12378,13379,30504,29009,38193,1
12379,31958,24022,27341,20860,3
12380,37572,690,5327,32472,3
12381,21245,21656,28220,11893,2
12382,34676,28933,8193,31922,4
12383,27792,24743,3932,25050,0
12384,4456,25262,24487,32439,2
12385,13283,39487,13806,12785,1
12386,24640,77,496,23791,1
12387,6821,12895,25742,11573,2
12388,34073,14180,27960,38563,2
12389,1811,31349,14756,18161,1
12390,13703,27856,19183,6181,4
12391,29533,14822,24851,12698,1
12392,13795,8748,39356,13226,3
12393,34299,33765,38490,23180,4
12394,19892,15514,11591,14830,2
12395,37505,12913,37449,15591,1
12396,14449,8551,3387,23931,2
12397,20774,9973,22692,2974,4
12398,21156,11011,1979,24886,1
12399,10231,37638,37087,36271,0
12400,9400,14376,9409,27786,1
12401,12361,18202,9393,32857,3
12402,4293,37475,9727,7911,3
12403,7186,10465,20129,30157,2
12404,29559,28011,5765,13033,4
12405,13757,7848,6351,16820,2
12406,30921,11979,9356,15571,1
12407,8386,30202,25291,28957,4
12408,11099,17265,13128,39573,3
12409,35000,14634,29252,15782,4
12410,38449,39199,12201,24715,2
12411,32622,882,34135,34879,2
12412,7676,19647,3937,19789,3
12413,31417,8554,21516,5783,2
12414,1705,30238,8477,20344,0
12415,2200,8047,18082,4335,4
12416,38186,10802,33826,28510,0
12417,10068,26818,11424,16020,4
12418,21964,14955,4444,23449,0
12419,37490,11220,23739,15374,1
12420,24342,17115,35897,3795,1
12421,3104,26501,556,30519,3
12422,9957,7888,29492,835,2
12423,18670,23057,37422,12433,3
12424,16194,30643,6419,5175,3
12425,2134,21899,17254,8697,0
12426,3103,20894,25401,39453,2
12427,15328,16756,18775,30944,0
12428,34682,27365,1450,36415,3
12429,13928,28612,14135,18027,4
12430,24783,27683,14188,4529,0
12431,10090,30264,35659,8156,1
12432,36037,9848,29588,67,4
12433,24792,17985,28795,32474,0
12434,15378,25763,35858,35450,0
12435,31295,33737,20874,38989,4
12436,8670,24370,28169,6692,0
12437,16425,19361,5518,8329,4
12438,24564,571,7796,17023,2
12439,29967,12905,622,5621,3
12440,18887,26125,22541,30355,4
12441,22536,5163,20018,1052,4
12442,1182,33772,29066,2156,1
12443,2979,16960,21770,1320,1
12444,27646,23476,30819,35030,1
12445,34415,34320,12929,10115,1
12446,38552,38113,11183,20185,1
12447,31905,12692,5073,33154,0
12448,39011,12255,17324,5912,2
12449,34980,13218,14912,39943,4
12450,5952,36555,16867,7899,3
12451,32326,28919,35696,9813,1
12452,25389,19646,32073,17290,1
12453,9841,5040,2805,27219,1
12454,19350,22684,23928,15803,1
12455,17482,14606,14459,30852,4
12456,12390,28773,13531,3141,3
12457,31309,7244,18829,18619,2
12458,20353,37055,12430,26985,2
12459,27100,743,19538,36464,2
12460,34428,27987,34613,34040,4
12461,11801,35574,15332,5158,2
12462,1578,16598,39702,30010,3
12463,25870,19096,31117,31917,3
12464,38638,27863,32422,29802,3
12465,4376,15988,16525,21749,4
12466,2696,21900,27928,20095,4
12467,17204,8239,4313,14801,3
12468,2410,28837,13533,34319,2
12469,39668,12781,10597,25557,4
12470,30388,19338,31537,11453,4
12471,31639,37857,10983,23244,4
12472,2149,3528,28770,5162,2
12473,13755,39885,36881,27252,4
12474,30740,9493,36245,28204,0
12475,35285,32292,6712,4379,2
12476,39983,30742,4218,36978,4
12477,19958,35010,5276,25327,3
12478,39934,35206,17089,4687,0
12479,20712,11639,24833,14803,3
12480,37936,29118,36140,36840,2
12481,4577,32197,2790,30814,1
12482,13802,8333,2223,13956,0
12483,1102,31146,11767,33711,3
12484,9324,30878,37688,5248,4
12485,30986,22733,13800,39231,0
12486,5309,7856,14387,39857,0
12487,20073,16892,25209,28117,1
12488,28370,23500,22664,38612,0
12489,23014,16425,1060,26414,0
12490,29291,31624,20643,30621,0
12491,224,38128,6359,39143,2
12492,2933,15244,13399,7365,3
12493,19086,14568,17798,17122,1
12494,11386,19877,21578,19956,1
12495,19971,17248,23397,3633,1
12496,32570,32523,15821,16996,2
12497,20202,5451,34247,38513,1
12498,17145,11067,25830,23344,2
12499,24473,23882,2269,34296,2
12500,20965,14796,15262,12886,3
12501,2147,35127,33174,6518,0
12502,33808,5984,37799,15783,1
12503,36280,37091,7399,27830,4
12504,1804,9061,12140,32754,3
12505,2627,37652,16269,1312,2
12506,38417,20011,32913,15994,3
12507,8915,24790,18634,34145,4
12508,18616,19574,29212,11415,2
12509,36362,16321,33019,33971,4
12510,1588,10461,13792,33370,2
12511,30548,7939,1358,10398,3
12512,4819,2796,31567,31777,0
12513,30007,2630,22523,23260,2
12514,24983,16541,15682,33498,2
12515,36053,20920,1059,20446,2
12516,11214,8781,31628,31842,2
12517,32141,29042,23031,1526,1
12518,23628,3892,37736,5705,2
12519,12463,37617,6480,21415,0
12520,21756,7304,13327,38359,4
12521,1438,11355,11878,9674,2
12522,13010,22552,7661,39121,0
12523,5701,38256,11544,20389,4
12524,25241,18415,3558,31737,0
12525,36629,34314,10619,10251,4
12526,6261,22207,35126,84,1
12527,9654,25111,1281,34109,0
12528,14540,1111,4910,18205,2
12529,3232,5454,27521,30036,3
12530,32527,3386,34710,8675,0
12531,19217,38375,21757,16475,0
12532,9384,2800,9381,11094,1
12533,29612,3900,29446,33238,2
12534,23940,6080,6427,17709,3
12535,19232,20260,31129,16905,0
12536,29168,29982,11997,25988,4
12537,27829,25416,907,37474,0
12538,34747,1683,19941,21327,1
12539,17816,6731,32291,18762,0
12540,22034,17315,29224,3091,2
12541,11606,1416,36454,1735,1
12542,30169,31553,16835,794,1
12543,36014,21433,18153,17173,3
12544,3534,9031,13747,13807,2
12545,31375,9013,7958,29146,4
12546,34059,11001,6860,36591,2
12547,23392,38194,33946,19003,2
12548,5027,15295,13691,22535,4
12549,34284,36413,20517,20892,4
12550,34455,25831,16006,30542,3
12551,13393,36810,38633,39183,1
12552,35181,10100,29431,27973,4
12553,36085,29996,26216,2995,3
12554,11604,20862,28697,4256,2
12555,12559,9927,16085,5305,2
12556,39800,22650,26229,12598,3
12557,17552,32483,16987,39934,1
12558,18961,16761,21870,29897,4
12559,18612,34940,15727,34772,4
12560,37891,9138,15031,1000,4
12561,34567,34786,33981,13391,3
12562,31636,7951,27425,38884,1
12563,30438,14708,17655,12490,1
12564,37951,38492,21479,39595,0
12565,17214,2023,9803,22482,4
12566,24893,15516,23046,23163,2
12567,25530,27349,31069,27624,4
12568,4332,30552,19698,22431,0
12569,28643,39246,24000,12253,1
12570,30393,11769,19610,20542,4
12571,8811,12143,11717,33643,1
12572,37863,28271,37550,18992,0
12573,16826,28914,5076,35875,1
12574,34254,14664,3462,25546,2
12575,2167,11977,39474,30533,4
12576,15297,20971,35621,33692,2
12577,30926,12184,610,36188,0
12578,37314,3820,25696,21742,3
12579,8100,22668,13240,26020,1
12580,17782,15231,213,36676,3
12581,17903,27193,4066,35942,1
12582,18095,10126,8184,8359,3
12583,18609,15515,3871,13642,1
12584,8270,5544,39564,14464,1
12585,21296,29925,10207,7488,1
12586,21125,3941,32450,29452,1
12587,26707,33440,10140,7482,4
12588,25630,22038,19035,16646,2
12589,5599,22229,4463,1232,0
12590,26391,8353,26014,4160,2
12591,10631,35969,17386,3081,4
12592,13506,37448,24865,17585,0
12593,18462,11790,634,7589,0
12594,27371,5725,39510,38132,3
12595,32676,8501,30593,24010,2
12596,36179,11238,6730,35730,4
12597,5717,21726,16296,4758,2
12598,5996,8767,7405,35552,3
12599,28682,36852,9503,495,1
12600,7455,38792,25067,7308,2
12601,8847,39775,10069,34364,3
12602,8532,10276,12065,24276,0
12603,39503,2886,30178,7740,0
12604,35516,36379,28722,29788,2
12605,38267,20063,29247,11090,3
12606,29112,176,14702,18197,2
12607,19397,16316,7803,26807,1
12608,18993,13636,8458,39100,3
12609,10869,21827,11329,19945,4
12610,35342,14700,1169,24027,0
12611,36467,6760,23981,16492,2
12612,26026,21596,3900,20586,4
12613,15474,4202,29695,13910,2
12614,34313,13013,30361,2020,2
12615,21049,39688,6122,32211,4
12616,23026,3180,15287,26677,4
12617,3697,5729,4884,32352,1
12618,34468,10663,17429,547,2
12619,13369,26757,28673,28177,3
12620,24316,22357,6560,11289,3
12621,27565,34697,8398,497,4
12622,19239,1094,32932,17784,4
12623,3624,1209,13576,5177,3
12624,23203,30468,6589,14352,0
12625,28385,29447,7712,2332,3
12626,33306,25103,1902,4609,1
12627,35327,14417,5482,34948,0
12628,6956,232,37075,36025,2
12629,14512,27734,15097,24824,1
12630,36419,24325,4400,22686,3
12631,30304,23455,33721,30690,2
12632,17956,10491,30099,20529,4
12633,14710,38157,27141,1036,3
12634,3824,9697,12105,17457,1
12635,29309,37824,30310,17348,2
12636,30634,23544,38435,31111,4
12637,1411,4456,17903,16054,2
12638,14749,34673,4036,29478,2
12639,37535,15624,4272,3524,1
12640,29597,14077,23797,28591,3
12641,15274,29330,21375,39055,2
12642,19830,14169,11108,10496,4
12643,31435,39860,33760,31021,1
12644,26864,21864,24131,20510,4
12645,38910,37109,39459,38984,3
12646,37975,31631,10970,7556,1
12647,4504,6220,4802,15302,0
12648,37454,3804,33149,17252,2
12649,15725,4945,3229,30301,0
12650,33164,30197,24231,37276,1
12651,37081,365,15259,2952,1
12652,25166,26047,9354,31478,3
12653,13304,33397,22358,30232,1
12654,10343,26431,29781,1434,2
12655,8623,1204,34831,33376,0
12656,26090,28,13261,26541,2
12657,20662,21720,29310,36238,2
12658,45,39900,16756,14186,1
12659,38989,39555,9824,13783,1
12660,19444,24164,129,27710,0
12661,25976,12209,25680,18432,0
12662,6799,1231,27713,6260,0
12663,39481,27114,14897,15122,4
12664,13441,16197,5566,10657,3
12665,37500,37586,10247,31458,1
12666,31422,19398,620,11492,2
12667,39198,20004,29927,33714,2
12668,39658,25657,14226,37788,3
12669,6765,2291,29951,20620,3
12670,32014,10067,29597,18573,1
12671,20996,32508,12594,16582,1
12672,16799,16097,17380,19305,4
12673,22252,4082,19853,10597,0
12674,10113,3695,16163,37614,2
12675,36238,25214,5081,4233,1
12676,23582,9505,25960,2413,2
12677,13894,32641,35479,15516,4
12678,36738,32433,26223,4286,0
12679,30298,9444,17759,4248,2
12680,13066,24565,2525,32476,4
12681,18863,23590,3876,20100,4
12682,23199,5164,17481,7145,3
12683,22603,2177,21942,15199,2
12684,20558,13115,21235,2039,2
12685,16473,11588,3660,8982,0
12686,2994,9960,30767,5249,4
12687,13110,8829,36537,14557,2
12688,4897,26909,12667,2543,3
12689,8263,16242,2519,29864,3
12690,27116,23072,24341,18568,2
12691,28816,19812,39457,23502,2
12692,24403,1733,15908,20312,1
12693,17936,1049,32001,19640,4
12694,17986,21250,17609,12491,4
12695,14273,29874,6449,18430,4
12696,25262,30115,37283,33774,3
12697,1031,7205,9478,21017,0
12698,12316,32130,22931,31219,2
12699,32408,16724,31899,37839,2
12700,14020,8581,12202,39704,3
12701,19002,17442,7855,6508,1
12702,18206,6923,36967,33244,2
12703,37350,28828,26370,12508,1
12704,18747,20786,36074,36123,0
12705,11143,28425,37433,16988,2
12706,16916,26627,17351,25930,3
12707,8872,22712,26461,30636,4
12708,29202,38920,6902,25914,1
12709,29972,1274,7214,34839,2
12710,21323,13204,1106,5797,2
12711,24739,14688,19585,37532,3
12712,426,15301,17426,35553,1
12713,38347,5999,37023,3600,3
12714,30828,32173,18932,39791,4
12715,17210,22949,44,1493,4
12716,29,39014,30539,6902,1
12717,27265,8973,26801,35761,4
12718,16551,2344,12246,5817,0
12719,25340,21353,8574,17466,0
12720,14332,22798,30304,28485,0
12721,32966,24349,5088,38063,4
12722,20494,20,21785,18172,4
12723,14420,30840,27062,12517,2
12724,14185,23513,1604,2480,3
12725,17741,32959,11284,27179,0
12726,24535,945,25877,4145,0
12727,8560,4423,3672,35421,0
12728,34261,20132,22826,34229,2
12729,29648,1641,6665,8417,2
12730,13240,34531,25611,16433,3
12731,32898,37065,16829,28377,3
12732,23560,14560,22180,38661,0
12733,36980,39856,37861,36460,2
12734,1410,6115,21501,17134,4
12735,24652,5287,9987,31683,0
12736,26972,12218,7592,34720,2
12737,7431,16,32557,25693,3
12738,35262,20670,38358,31887,4
12739,968,29721,22594,6777,3
12740,20707,22101,6021,10191,3
12741,34047,22946,25382,30950,2
12742,38636,20472,25748,16949,3
12743,15386,38247,26523,35885,0
12744,4567,11565,27599,28765,2
12745,35508,27721,22306,12408,2
12746,15963,27954,4173,3067,4
12747,21428,3444,795,32742,4
12748,3456,28499,581,10966,1
12749,38192,26464,24874,771,2
12750,30437,31118,32600,1102,1
12751,1754,21915,6228,35666,2
12752,16066,15929,33654,5209,0
12753,39669,22178,12062,14982,1
12754,13313,35029,22015,28284,1
12755,39233,24688,36972,19450,1
12756,5888,17337,28331,31741,0
12757,21224,24064,20862,17432,3
12758,34370,15927,26408,34046,1
12759,36490,3647,30042,37053,0
12760,18556,36578,668,23238,0
12761,2649,24272,10111,37974,0
12762,7237,8964,28127,23179,0
12763,36921,24451,22384,867,1
12764,27960,39937,32443,217,2
12765,36663,13931,25051,31054,2
12766,20348,24917,32176,32731,2
12767,14674,39972,17874,7131,0
12768,24159,3140,14452,3778,0
12769,13690,2392,18426,30069,2
12770,21722,35621,1781,170,4
12771,15605,4305,25950,19439,0
12772,10627,20077,9266,13774,4
12773,17109,31248,33527,21093,0
12774,25801,32528,5254,25751,1
12775,12510,22366,21914,3456,2
12776,7612,18826,17015,1942,2
12777,30667,25695,38597,5616,3
12778,6590,2980,2671,6227,0
12779,37470,8349,17745,25181,2
12780,26277,36351,4650,15847,4
12781,10326,14905,19985,18665,3
12782,34570,18631,3776,10886,4
12783,26872,35978,19160,38221,2
12784,29495,39191,20004,5607,2
12785,35853,27986,38411,10797,2
12786,31624,6797,18350,35206,2
12787,25541,19362,6772,33610,4
12788,18635,36148,12355,7440,1
12789,15022,37261,28419,25095,2
12790,38453,7148,11327,21097,2
12791,2720,9890,15868,39589,1
12792,28301,38203,3926,25171,3
12793,30784,37291,15876,8540,4
12794,39366,10250,10052,14773,2
12795,7100,5938,13813,18311,1
12796,32902,29478,5261,25118,1
12797,36674,5120,14937,10068,0
12798,4085,9256,15227,21365,1
12799,15787,10325,2628,15395,3
12800,9268,5364,36864,32245,3
12801,24922,9538,1195,4045,4
12802,15212,18483,26401,24781,3
12803,34418,28033,28840,22830,1
12804,22778,29491,29401,280,0
12805,32267,609,16932,20300,3
12806,29592,3623,13472,33954,1
12807,14367,36706,10038,35970,3
12808,35738,33571,980,25417,1
12809,34449,9778,10183,32101,0
12810,6436,27395,34731,21990,4
12811,16028,32300,13285,21661,2
12812,34779,23555,31348,16994,0
12813,7556,28283,13984,12593,4
12814,29217,31277,30583,2317,4
12815,2390,4572,36329,16418,3
12816,15804,18452,528,9475,0
12817,38644,17416,8647,20464,3
12818,23270,12863,36254,14959,4
12819,30662,3764,39094,34623,1
12820,6959,15474,34506,39699,2
12821,19965,23947,696,5946,1
12822,31403,19501,26456,37957,1
12823,16082,28582,28036,21420,3
12824,20608,6369,1432,4260,4
12825,18254,32925,31395,16491,0
12826,35197,21451,17621,11749,3
12827,15950,13233,3825,12792,4
12828,25598,13758,24527,14585,4
12829,5791,4633,6491,664,4
12830,31371,32795,34681,4599,3
12831,28921,22502,8228,6511,1
12832,11742,19146,28336,38368,0
12833,9466,3302,37562,4454,1
12834,39792,23427,27371,35144,3
12835,30520,4644,34991,37262,2
12836,3166,967,1548,29608,1
12837,1122,37862,8424,14989,3
12838,33101,35944,12029,14367,2
